Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed,Images
1,Jacq,4,141,0,2,1,2,7,2,1,2,1,2,1,4,0,41326,a0c509ba0ec35ef6b77d8528673db473,0,"Jacq has very strong sense of intruders into her territory, is a very good guard dog for your home. She is active & alert, always guiding and correcting her 3 other sisters behavior. If you need an alert guard dog for your house or farm, Jacq would be very suitable to be your companion. She has 3 other siblings which are as smart as she. Preferably to be adopted together (4 dogs) or 2-by-2. Kindly WhatsApp to me at if you are interested to know more. Please quote name of puppy when inquiry.",476dc0901,2.0,1,images/476dc0901-1.jpg
2,Popo's Kidz,3,265,0,3,1,6,0,2,2,2,2,2,1,3,0,41326,3401122772ee8e2a00aa2c74b3453446,0,"Born in May with 3 siblings, 2 female and 1 male.",6bbd4bbdc,1.0,1,images/6bbd4bbdc-1.jpg
2,"Kecik M, Kecik F",7,266,0,1,1,2,0,2,1,2,2,2,1,2,0,41401,f87863a06cae25ef54c0db752e1cac18,0,"super adorable, super manja, super playful. This two kittens were born into our home about 7 months ago and now they are ready for adoption as I already have 3 adult cats at home. We would appreciate self pick if interested. Please contact us at(Ms Lee).",b0d64a249,5.0,1,images/b0d64a249-1.jpg
2,Mr. Nighty,3,249,0,1,1,0,0,2,2,1,1,2,1,1,0,41326,9275d409b4e6a080858d384c5affeec6,0,"My name is Mr. Nighty. A kind hearted lady found me in the rain. I was badly sick and my eyes were infected. She took me to the vet and take care of me till I become healthy again, but she is a student and she is living in international housing. Her housemate is not a fan of animal. So I have been looking for my forever home. Please give me a chance. I am very good boy and quit, very cute and playful little boy. Please give him a chance to have a better life. Thanks. Frey, Mory",47dda9537,3.0,1,images/47dda9537-1.jpg
1,Bobby,29,102,307,1,1,2,0,2,1,1,1,3,1,1,0,41327,fdd8882578638ef820a4f70343c1b167,0,Bobby is a male dog who is very caring for his pack. He is very curious and wants to be everywhere.,3f2a40f0a,2.0,1,images/3f2a40f0a-1.jpg
2,Amy,8,292,0,2,6,7,0,2,2,1,1,1,1,1,250,41327,ed3b3064b3918844e55fe487fc0be624,0,"Name: Amy Gender: Female Age: 8 months old Description: Medium-long hair, short tail and has big round eyes Litter-box trained, dewormed, deflead, first-vaccinated and neutered. Only available for cat lovers in Penang, can COD in Penang island. Adoption fee: RM (for the vaccine and neuter costs) SMS/Whatsapp only at if you're interested.",d5b9cbf05,3.0,1,images/d5b9cbf05-1.jpg
1,Zone A3 P6,2,307,0,1,1,2,7,1,1,1,1,2,1,1,0,41326,37237ca3633d20c004ec76c0c2ddb4b7,0,Contact Furry Friends Farm for more further info on adopting this cute and adorable puppy !,889ae00e3,2.0,1,images/889ae00e3-1.jpg
1,Sandra W,6,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41326,ee67d60fb8770bd1f1539f9516bd81ef,0,"My mummy gave birth to me and my siblings in an abandon house. Some people reported us to the council and our rescuers took us away from the danger zone. We were fostered by some kind students which we loved but unfortunately they can't take care of us anymore. Our rescuers are very worried for our safety and we do not want to go back on the streets as what our poor mama is suffering. Please open yr heart to give us a place in your home. We just want a little love, a small space for shelter and food to keep our tummy from hungry.We will be very grateful and will try our best to make you happy always. If you can adopt us pls give my rescuer a call at. PLS ADOPT ME!",143760a33,1.0,1,images/143760a33-1.jpg
2,Tompok,24,266,0,2,2,4,0,2,2,1,1,1,1,1,0,41326,052cd940999e90f1f690003860c72de8,0,Looking for a home for this adorable feline companion. Please sms me at if u are interested.,39d055888,2.0,1,images/39d055888-1.jpg
1,Polar,10,213,0,1,7,0,0,1,2,1,1,2,1,1,0,41401,989ffd6e0338c7e533defe2d1a709110,0,Polar is super enthusiastic and loves the company of humans.,3525855b3,0.0,1,images/3525855b3-1.jpg
1,Lola,7,307,0,2,1,2,0,1,1,1,1,1,1,1,0,41326,1470df093c280f9c9c90ccc2f8d44f27,0,"Lola is a very energetic and fun-loving dog who is looking for a new home. She loves people but also makes a great guard dog as well! Abandoned as a puppy, Lola was rescued from the inner city of KL. She is ready to find a new family to love and protect. The adopter is encouraged to contribute towards the vaccination and neutering fees, to support the continued rescuing effort of other dogs and cats.",29d752f7f,1.0,1,images/29d752f7f-1.jpg
2,Lucy,4,265,0,2,1,2,0,2,2,2,1,2,1,1,0,41401,6cc9f7a3e84d7b1a4c065f84650e2539,0,Active Cute Looking for adopter Additional: Carrier + Cage RM80 only,b596f518f,2.0,1,images/b596f518f-1.jpg
1,Rocky,5,307,0,1,1,7,0,2,2,1,2,2,1,1,0,41326,f481c4d4996e93b460ac233065275502,0,"Mixed breed, Jack Russell, 5 months old",8685546cb,1.0,1,images/8685546cb-1.jpg
1,Brownie,5,307,0,2,2,0,0,2,2,2,2,2,1,1,0,41336,d3f153ce5396d2317fbf69e2a00fa710,0,"Safe from a new development area in Johor Bahru, Gelang Patah construction site. She was given a name, Brownie. Very playful Eats well Would not run away from you. (Consider loyal after taking care of her for a few days) She needs love.",e8fdeb33e,3.0,1,images/e8fdeb33e-1.jpg
2,Haven't Name Yet,4,265,0,2,4,7,0,1,1,2,1,2,1,1,0,41401,2a2866bba6f1801396f7026280c2a68f,0,"-Age : 4 months -2 female , [ADOPTED] 1 male(black&white) -Toilet Trained -Preferably to be adopted together Please contact us if u interested 😸 Sazz: Agnes: (for call) (for whatsapp)",1f2d73626,5.0,1,images/1f2d73626-1.jpg
2,,3,266,266,1,2,3,4,2,1,2,1,2,1,1,0,41401,1984caa688fee1576d4b783ee6f44501,0,This little kitten is kind of shy can eat any kind of food n potty train.this little one need a hme,767b3b7d0,0.0,1,images/767b3b7d0-1.jpg
2,No Name,3,266,0,3,2,4,7,1,1,3,3,2,1,5,0,41326,110f576b51820ce5ea021f90792991c1,0,"There are 5 of them.You can take one of them if you have kittens at home but if you have none,I suggest you to take 2 or more because I don't want it to feel lonely and eventually died of loneliness and stress(not a joke.It happened).We are looking for a ""loving"",""responsible"" and ""experience"" owner's for them.I have to admit that they are pretty shy at first.They are all potty trained. If interested,please call or whatsapp: Sharifah: Syazwanie:",6341e0577,5.0,1,images/6341e0577-1.jpg
2,Many Cats,2,266,0,3,1,5,7,1,1,3,3,3,1,8,0,41326,2aa3750a9c001c98113ccc2e28e11c6e,0,I have many cats for Adoptions. You may collect from my place in klang,898476994,1.0,1,images/898476994-1.jpg
2,Ginger & Cookie,3,265,0,2,1,4,7,2,2,2,1,2,1,2,0,41327,bb3c71ac8a0faac782011f147c8d483c,0,I found this 2 kittens near my office. The mother die and left them two. The guard feeding them and ask me to bring home so I could find their forever home. I plan to spay both of them before I send to their new home.,eb4dbddea,3.0,1,images/eb4dbddea-1.jpg
2,Rose,5,299,0,2,1,2,3,2,1,2,2,2,1,1,0,41326,d24f39ef36b742422473fc1218caf41f,0,"Found this little kitten on the highway, she was about to get run over but luckily we saved her in time. She is about 5 months old, very energetic and playful, loves to cuddle and to be around people. I have only had her for a month Unfortunately I live in a condo and also am a very busy person who travels alot so it's not ideal for her. I really need to find her a home urgently as I am going overseas for a few months and will not be able to look after her. All the basic needs like cage, food, litter box, and scratcher can be given extra but must have a fee of RM because it is brand new. So you can buy extra and is not compulsory to buy. Rose needs a loving home with people who can care for her properly as she is still just a kitten I really hope you can consider :) Thank you and please contact me below",6b6cb317b,2.0,1,images/6b6cb317b-1.jpg
1,,2,307,0,2,1,2,0,1,1,2,2,2,1,1,0,41326,f81f1d36aefdd717fc55a2021faa9a13,0,"This poor lil pup is for adoption, her sibling died in a pitiful state in a hit and run. I have adopted one, I hope there is a kind heart who will come forward to adopt this beautiful lil soul",5dddf96e8,1.0,1,images/5dddf96e8-1.jpg
1,Goodie,2,307,0,3,1,2,5,3,1,1,1,3,1,2,0,41401,b6d13eeaedb699c7a58887ef6f7a15a9,0,"Looking for good homes for cross breed puppies. 2 months old. Very smart and naturally clean pups with sha pei, rottweiler and golden retriever bloodline. Give them a loving home please. Thank you!",31893804f,1.0,1,images/31893804f-1.jpg
2,Gabby Grey,12,285,0,2,6,0,0,2,3,2,2,2,1,1,200,41336,b69ae515bb4c6c2a6e4569df6e1fb9f9,0,Hello malaysian .. I ada sekor kucing yg bernama gabby untuk mencari tuan baru ... Dia sangat manja dan aktif ... I dh bnyak sgt kcing... Harap tuan baru nya akan menyanyangi nye ye,e2b428f75,3.0,1,images/e2b428f75-1.jpg
1,Milky,60,307,0,2,2,5,0,2,1,2,2,1,1,1,0,41326,167e96a28fab246120f636262f0308d4,0,Milky was dump ard our area for more than half a year now. She became homeless n her resting place is under the drain. She got pregnant n delivered to 2-3 puppies during Christmas Eve but all died bcos they were all under the drain n it was raining every night during that period. She is now neutered n the vet said she is now in the pink of health. She is about 5-6 years old & a mongrel mix. Anyone who is interested to adopt n give her a home pls contact me,3181e5424,2.0,1,images/3181e5424-1.jpg
1,Cherry,3,307,0,2,2,0,0,2,2,1,1,2,1,1,50,41326,55bc38b122aea92ac3cd50b51eb2e1d6,0,Cherry was dumped at a vet with her other siblings in a very sad condition. But now she is healthy n looking for a loving home.,1ec7dc903,2.0,1,images/1ec7dc903-1.jpg
1,Bolt,17,307,0,2,7,0,0,2,2,2,1,2,1,1,0,41326,d2b2973519706293c63d90d7e0d3572d,0,Bolt is a lovely dog. She loves to jump and can jump quite high. I am not able to care for her because I am very busy at work even during the weekends and can't manage to care for 2 dogs. I need to let her go to a good home. Please care for this lovely pet cos it's hard for me to let her go.,656c5e0ff,0.0,1,images/656c5e0ff-1.jpg
1,Gorgeous (short-term Ownership OK),15,307,0,2,2,7,0,3,1,1,1,1,1,1,300,41401,363e636ef3a26666e745894e5abfd8c9,0,Very playful very interligent yet very obedient. Strictly for experienced dog lover who will treat dog as family not pet. And she goes with Molly (another rescued dog which is very very obedient and play very well with Gorgeous). Short-term ownership (2-3 years or more)is welcome as I wont mind taking them back after my other dogs got older when they require less of my resources and energy.,59e24567e,5.0,1,images/59e24567e-1.jpg
2,Kelly,36,266,254,2,1,4,7,2,1,1,1,1,1,1,0,41326,5ef1a7fafa507773c3b7a5716de4d255,0,"Kelly is looking for a family that can love her & provide her a place called home. She is one of the strays at my block where I live. Me & some other residents have been feeding her for quite some time. She has been pregnant & gave birth for a few times. The last five healthy kittens she gave birth was last year (The Cekodoks) & all of them have been adopted. So now it's just her surviving alone, day by day. Kelly is neutered, recently being vaccinated, currently healthy & ready to be adopted. Tested negative for FeLV & FIV. Litter trained. She is a very calm & relaxed cat. Occasionally being naughty & playful. Enjoys head & chin rubs. Likes to sits on the sofa & watch the TV. Very suitable for senior adopters or families who appreciate peace & quiet environment. Potential adopters will be screened to ensure Kelly will be in good hands. Prefers adopters who has experience dealing with cats & understands the full responsibility of having one. The adopter should be patient enough to deal with Kelly as she might have some trust issues with strangers. The adopter should also be able to commit to bring her to the vet & feed her medicine when necessary & supplements continuously as Kelly has slight health issue in the past.",ea4fe7ae2,4.0,1,images/ea4fe7ae2-1.jpg
2,Kristal,6,266,0,2,1,2,5,2,1,2,2,2,1,1,0,41326,af968d8026fb596f2127db96e3b5a63e,0,Very playful and lovable. Toilet trained. Sleeps in the house.,00f63c6fc,1.0,1,images/00f63c6fc-1.jpg
1,Princess,24,109,307,2,2,0,0,3,2,1,1,1,1,1,0,41326,0a6dda5fb471f2abece20db3351cc147,0,"This sweetheart was abandoned at a temple by an irresponsible owner. She is extremely loving, gentle and calm. She needs a loving home urgently as she can't stay in the temple anymore. Beauty should not be caged, tired or confined to a small place. She has suffered enough and therefore deserves the best in life. She will be spayed before being haded over to the potential adopter.Any kind soul willing to give her all love and care, please call",7fe0a86f8,5.0,1,images/7fe0a86f8-1.jpg
2,Moshi,3,285,264,1,4,0,0,1,2,2,2,2,1,1,0,41326,ca62cacf66a7feab58efab3c8635a2f4,0,"Healthy,, Active,, Loving,, Adorable,, :)",ebd128d90,5.0,1,images/ebd128d90-1.jpg
1,Bukit & Juliet,48,141,307,3,5,0,0,2,2,3,3,1,1,2,0,41327,cac134c385c8dafbab554af1fab9fdd8,0,"Bukit is the Labrador (Male), Juliet is the Mix breed (Female), both are spayed and Juliet is in 3 limbs only. I saw them in SPCA seberang Perai and they don't belong to shelter, it must be the council which caught them and send them there. Please please please could anybody adopt them, they are best buddies and couldn't afford to separate. Ad they are not used to harsh environment in shelter. Please anybody, please help!!!!!!",af2f3a166,3.0,1,images/af2f3a166-1.jpg
2,Crystal,24,266,0,2,1,4,7,2,1,1,1,1,1,1,100,41326,1470df093c280f9c9c90ccc2f8d44f27,0,"Crystal is a very sweet cat and loving in nature. She is very 'manja' and loves to cuddle anytime! She'll definitely fill any home with so much more love and warmth! The adopter is encouraged to contribute towards the vaccination and neutering fee, to support the continued rescuing effort of other dogs and cats.",2fcbb6376,11.0,1,images/2fcbb6376-1.jpg
1,3 Cute Puppies â¤ï¸ðâ¤ï¸,1,307,307,3,1,2,3,1,1,2,1,2,1,3,0,41326,3728dfc69d973107114ebd9c01366f5a,0,They have accidentally fallen into the longkang so many times 😅😱 that every time the residents around the area have to rescue them... 😢 Now we have brought them in our home and showered them and make sure there's no flea on them 😊 They are three cute and loving puppies with different personalities 😍😍 Pls help them and give them a caring family,acada131d,5.0,1,images/acada131d-1.jpg
2,Mr Hugo,32,247,283,1,1,2,7,2,2,3,3,3,1,1,0,41401,9263cd15082a746f5cc4efa07d867efd,0,"Mr Hugo is a wanderer, sometimes he sleeps near the back alley of a kindergarden, sometimes he jumps up on top of the roof, he travels around the neighborhood always looking for food and shelter. He is a friendly cat. Mr Hugo has a very sweet and cute meow voice, all he need is just some food and shelter, if you have heart of gold to provide him a small space of accommodation with some food, pls email or contact me thru petfinder.",ee7d6cf3f,1.0,1,images/ee7d6cf3f-1.jpg
2,Anderson,24,266,0,1,6,7,0,2,1,2,1,1,1,1,0,41326,63f669053385440aab45382b0c925927,0,Anderson was rescued below my flat area. He was smelly due to his skin problem. Probably thats the reason he was abandoned. He was merely 2 months of age. He was diagnose with minch (skin problem). After treatment he recovered quickily. Now Anderson is a handsome and adorable cat. He looks like he is wearing a mask over his face. He knows his name. He likes to run around the house. Anderson is looking for a spacious home as he likes to dart in and out swiftly.,4d279eb58,0.0,1,images/4d279eb58-1.jpg
1,"Grey-eyed, Brown Male Puppy",2,307,0,1,2,0,0,2,1,2,2,2,1,1,0,41326,c28d7a4697a2b731ec973c4c95ff8321,0,"This cute grey-eyed boy was found in our taman by a fellow feeder. He's a very friendly puppy, eager to play and has no fuss when it comes to food. There's also a small, black puppy (possibly a Rottweiler mix, sex unknown at this point). Please contact me if you can give this puppy a good home! p/s: Adoption is free, but potential adopters will be screened and must commit to spaying/neutering the puppy when he comes of age. There are too many stray dogs in the area and we're concerned about them being captured by MPAJ if neighbors complain about big packs. While we're slowly but steadily taking them for neutering, we're also trying to find homes for as many as possible.",d2f04a19a,2.0,1,images/d2f04a19a-1.jpg
1,Bruno Boy,2,307,307,1,1,2,7,2,1,2,1,2,1,1,80,41326,4d2400be2e2e78265f5c84345b7a3415,0,"Tall, handsome & goofy boy for adoption. Location KL",414d8422f,3.0,1,images/414d8422f-1.jpg
2,Blue The Cat,12,266,0,1,7,0,0,2,1,1,1,2,1,1,0,41401,5caa020d3fba106b6efce9ca04f4da6e,0,This is my cat Blue. I got it from a adoption center and he was mine for 5 months. I love him so much but i had to let him go because i am moving away. I need someone who is loving and love cats like i do. He is playful and kind towards his carer. Please do call/sms me at or message me in facebook: shannen dominica. Sri petaling/Bukit Jalil area.,d92d4242a,2.0,1,images/d92d4242a-1.jpg
2,Mitten,10,266,0,2,1,6,7,1,1,1,1,2,1,1,50,41401,7115edcb78afd06e50e496cd56930c89,0,Pregnant mother.We are looking for someone to foster the little kitten as well as the mother(mitten) upon about 1-2week after labour.Small fee charged forlittle ones.Adult will be mandatory spayed . All money received will be donated to shelter loc tmn connaught,534fff3cf,1.0,1,images/534fff3cf-1.jpg
1,Tong Tong,36,307,0,2,2,0,0,3,2,1,1,1,1,1,0,41326,5be218d5b7af5e125de52b69c06a06f7,0,"She ex owner moved to new house, which is an apartment and cannot keep her together so i keep her a home to stay meanwhile both of us still tried hard to get her a lovely home. She is lovely, obedience dog, between the time i take care of her, she never bite and shoes as well. For those need their house in safety, tong tong was the best choices. She did well as guard dog. We not mean to abandon her, just because of environment housing area not so supported. My parents and neighborhood also not so supported. Tong tong is poor girl, she deserve to get a lovely home. We can provide delivery in selangor, shah alam and kl area too.",94dc20e92,10.0,1,images/94dc20e92-1.jpg
2,,2,286,299,3,1,4,6,2,1,2,1,2,1,2,50,41401,0b988e2ea168cb196edeba5e297e3bcc,0,Kittens were rescued from streets as some of them have already died! I can only afford to keep them till 1st August. Pls HELP!,845703071,4.0,1,images/845703071-1.jpg
1,,1,307,0,2,7,0,0,1,1,2,2,2,1,1,0,41326,f6da5068518d2ddf22e1609734c91b30,0,This is a female dog.i found it infront my house.very healthy puppy.i am finding home for this puppy.please kindly help me.Thank you very much.,7b8d76961,1.0,1,images/7b8d76961-1.jpg
1,Terry,24,179,307,1,2,3,7,2,2,3,3,2,1,1,0,41326,719987dce7aeb027fdfa91b480800199,0,been at my place for a while..am hoping to find it a good home,e7f7066b6,0.0,1,images/e7f7066b6-1.jpg
1,Temporary Name: Ah Wong,12,307,0,1,4,0,0,2,1,3,1,3,2,1,0,41326,d7f01754b06ecb3cc427878c04fd5902,0,"I found the dog in a shallow ditch in the Melawati area close to Jalan E9. I got him out with the help of someone living in Jalan E9. The dog could not stand up, his legs were very weak, he was bleeding near his rear. I got people from our local Vet to come pick him up and they have given him medication and he has been in the clinic since Thursday 24th January . He is now well and fit and needs a home, or if he is lost needs to re-join his owners. He is a gentle and quiet dog, alittle scared at the moment due to whatever he must have encountered before I found him..IF ANYONE RECOGNISES HIM OR WOULD LIKE TO ADOPT HIM, PLEASE GET IN TOUCH WITH ME! He seems like a sweet dog, and needs comforting! I have no space for him, and besides already have 4 cats to manage. Thank you!",4a8caef08,2.0,1,images/4a8caef08-1.jpg
2,Bravie Babies,3,265,0,3,1,6,7,2,2,2,2,2,1,3,0,41401,856d527187a16f316cad728b63b1cdb7,0,"Saya mencari tuan baru bagi 3 ekor anak kucing yang berumur 15 minggu ini. Jinak, manja, aktif dan litter trained.",56e231a77,4.0,1,images/56e231a77-1.jpg
1,Princess,4,307,0,2,1,2,0,1,2,1,1,1,1,3,0,41326,f45d8c72a87f27427cd28fc3cd2d7ce3,0,Princess is a small size puppy. Loves running around actively and loves cats! Puppy is at Puchong and only serious adopters are welcomed.,d965d6f3a,2.0,1,images/d965d6f3a-1.jpg
2,,48,283,0,2,1,2,7,2,2,1,1,1,1,1,0,41401,6577a3356044716b8d9f9855bf1d6744,0,"This little cutie is a mix of orange, white and black colour hence her name, mixxy. She is medium built and half persian therefore her hair is not too short but not too long either. Unfortunately,we dont have the financial means to accomodate her alongside 5 ther cats. We are looking for a genuine pet-lover to take her in. Please do contact me if you fit the description. Thank you.",969634296,0.0,1,images/969634296-1.jpg
1,Sandy,3,307,0,2,2,0,0,2,1,2,1,3,1,1,0,41326,70f91b8eaa7055792e0ae772233761f1,0,Brown sharp face like pinscher dog playful,5c82c5903,2.0,1,images/5c82c5903-1.jpg
2,Alpa And Ontot,6,265,0,2,3,4,5,2,2,2,2,3,1,2,50,41401,7ada90c0692307d1fed223c5c9ede6d7,0,"Hi there, this 3 kitty are very healty,active and loving, this 3 cannot be separated. And needed more attention and love. Things that you must NOT have ⚫️ Cats or dogs at home (because they are not very friendly with other cats or dogs) ⚫️ No time to look after them or cheking on their food . ⚫️ NO CAGE or ROOM even the room is big for them to play, they like to explore places, so dont keep them in a room. Thing that you MUST have ⚪️Enough food for them ⚪️Toys for them to play or sratch ⚪️Let them sleep with you ⚪️Enough time to play with them. BOTH ARE FEMALE ! 🐱for more info about this 3cutie , please do whatsapp or telegram..",615af86e9,0.0,1,images/615af86e9-1.jpg
1,,1,307,307,3,1,3,4,1,1,2,2,2,1,6,0,41326,9b9d33389149f07e985bb12a51a2a1cf,0,have 6 puppies mixed breed,83b2fae5e,4.0,1,images/83b2fae5e-1.jpg
2,3 Kittens Finding New Owner,1,266,0,3,1,4,7,2,1,2,1,2,1,4,0,41326,ccf68fc7e31fa93085d44362fdd7e39e,0,"Mumy had run away from the home and ignore the kitten, i will find the mumy and get her neuter ( mumy is stray cat) in the mean while im open an adoption for her babies that can took care of them i can only foster them temporary as i will be transfer to sabah in august they have an eye infection but now is under treatment the babies can eat kibblrs ,i only afford to give them power cat 1 male, 2 female orange - female grey - female orange white - male Mumy is a stray cat that give birth at my house.. not able to foster then anymore because will tranfer to Sabah in August. Hope all my cat can find a forever loving home family",f526c71a0,3.0,1,images/f526c71a0-1.jpg
2,Bobo,3,266,0,1,1,6,7,2,1,1,1,2,1,1,0,41326,61924d048c4d84b5aace9ecbc3095712,0,Bobo was rescued by my family when he was suffering from torn diagframe. We found him at a nearby restaurant. He is now fully recovered after a surgery done by dr lee and lim in seri kembangan a couple of months ago. I have 5 big cats already under my care. All were rescued from the street. Please help us to adopt Bobo so that we can rescue more kitten in distressed. Tq,6471c7195,3.0,1,images/6471c7195-1.jpg
1,,3,307,0,2,2,0,0,2,1,2,2,3,1,4,0,41332,c992c6f97bb6cfb719fa9ccb3ef6e53b,0,They are sweet little ladies.,02c7d1b74,4.0,1,images/02c7d1b74-1.jpg
1,Roxy,14,307,0,2,5,7,0,2,1,1,1,2,1,1,0,41326,748a2ea4b88b1fe6bfe5125831d17e7c,0,Roxy was found at a car park at the age of 2 weeks. I took her in in my rented house and got her vaccinated. The owner of my rented home is requesting me to move out and I am unable to keep her as I will be moving in to my hostel. She is a very obedient girl and loves to play fetch. I'm looking for a family/home that can love her and care for her.,a1686cafa,0.0,1,images/a1686cafa-1.jpg
1,Border Collie Mixed,2,39,307,2,1,7,0,2,3,1,1,1,1,1,0,41330,763afda8d98232f676064b103cb01362,0,Looking for good home...,67a68df4a,1.0,1,images/67a68df4a-1.jpg
1,Abby,7,307,0,2,2,0,0,3,2,3,3,3,1,1,0,41326,76345270a175c3ef1a4ea9472cca4dc0,0,"Very adorable , playful and active Got German Shepherd looks.",541400630,4.0,1,images/541400630-1.jpg
2,3 Pandas,2,265,0,3,1,5,7,1,2,2,2,2,1,3,0,41326,942820114a1a0c51a254b7939e29ff4c,0,"I have 3 kittens for adoptions. Prefer if can adopt all 3 or at least a pair. Only for serious adopter who can really take care of them. They are super playful kitties,litter trained,eat wet food and kibbles. Mommy n daddy kitties as in photo. Just want to request 1.5kgx2 Tesco brand cat food for exchange.Nothing much.If you're serious,kindly sms/whatsapp.tq :)",3a39613fa,0.0,1,images/3a39613fa-1.jpg
2,Julian@juju,48,265,0,1,6,7,0,2,1,1,1,1,1,1,0,41326,4f6123131141fbd7e4eed4f2ba9cba24,0,"I'm looking for someone who can take care of Julian. He is in perfect health except for one thing; his kidney. Due to his kidney failure, Julian has been relying on meds & saline water. The problem is; I can't properly take care of him as I have another cat with similar condition & I work abroad. I hope to find a suitable adopter that can provide care & home for Julian. Saya sedang mencari orang yang boleh menjaga Julian. Kesihatan nya dlm keadaan yang baik; kecuali buah pinggang nya yg tak berfungsi lagi. Disebabkan masalah ini, Julian terpaksa bergantung kepada ubat dan saline water sepanjang 2 tahun ni. Masalah nya saya tak dapat lagi menjaga Julian sebab saya sedang menjaga kucing yg mempunyai masalah yang sama dan bekerja di luar negara. Saya harap dapat mencari adopter sesuai yg blh menjaga dan memberikan tmpat kepada Julian. Please call: or Whatsapp: Thank you",199fd5d5f,4.0,1,images/199fd5d5f-1.jpg
1,Jack,6,307,0,1,3,0,0,2,2,2,2,1,1,1,50,41401,7115edcb78afd06e50e496cd56930c89,0,"Active , Little Puppybehaviour, Playful, A stray dog(have some binge issue so must be fed on time) , Our house is a little small for his size. A small fee will be charged that we will donate to shelter location tmn connaught",f64fd2354,1.0,1,images/f64fd2354-1.jpg
1,Nikki (temporary Name),12,307,0,2,2,5,7,2,2,3,3,3,2,1,0,41332,82980a57fe135654c65d675c8a635930,0,We are students from INTI IU Nilai and we found this dog which had been abundant by her previous owner. We are looking for the one who is willing to give her a home. She is very kind and quite. Please contact me ASAP as the shelters are not accepting her.,97b9ee40b,3.0,1,images/97b9ee40b-1.jpg
1,Faithful <3,8,307,0,2,1,7,0,2,1,3,3,3,1,1,0,41326,089b6b63e009c9d944f856a31eb34f91,0,"Meet Ms.Faithful, Ms. Faithful is a stray dog living in my housing area. Faithful and I have always been pretty closed as if we have known each others for a long time. As if we are born to be bonded. In fact, our first meeting was just three weeks ago. Everytime we meet, she would wave her tail excitedly as if shes trying to tell me “Hi! I've missed you!” I often walk to the guardhouse looking for her and she would sprint towards me and keep licking my knee. Slowly, I've noticed I wasnt the only “chosen one” as she would literally do that to every passerby. 😒 Ms. Faithful is a little bit timid, but that doesn't change her love and friendliness towards people. Being that, she has developed good reputation among the neigborhood. Everyone loves her. HOWEVER, recently the other stray animals have troubled the neighborhood, leaving them no choice but to ask for the services from MPK. How can we leave such kind dog to be caught and put to sleep?! So please, help me spread the words, Ms. Faithful is eagerly looking for some good samaritan to be taken care of. Someone that she can express and share her love for a lifetime. (PM me) or Contact:",e2b5913e7,3.0,1,images/e2b5913e7-1.jpg
